,source_TD_label,source_Network,source_coordX,source_coordY,source_coordZ,target_TD_label,target_Network,target_coordX,target_coordY,target_coordZ,value
372,PostCent,SSM,-40,-20,56,MTG,DMN,-44,-60,20,0.72
373,PostCent,SSM,-40,-20,56,MTG,DAN,-52,-64,4,0.69
374,PostCent,SSM,-40,-20,56,SPL,DAN,24,-60,60,0.69
375,Sub-Gyral,SSM,28,-40,60,Insula,Auditory,32,-28,12,0.72
376,Sub-Gyral,SSM,28,-40,60,Insula,Auditory,64,-32,20,0.69
377,Sub-Gyral,SSM,28,-40,60,Transverse Temporal,Auditory,56,-16,8,0.71
378,Sub-Gyral,SSM,28,-40,60,mFG,DMN,8,48,-16,0.75
379,PostCent,SSM,52,-20,40,mFG,DMN,8,48,-16,0.7
380,PostCent,SSM,52,-20,40,MTG,DMN,-68,-24,-16,0.73
381,PostCent,SSM,52,-20,40,MTG,DAN,48,-60,4,0.68
382,PostCent,SSM,-40,-28,68,Insula,Auditory,32,-28,12,0.73
383,PostCent,SSM,-40,-28,68,Insula,Auditory,64,-32,20,0.68
384,PostCent,SSM,-40,-28,68,SFG,CON,-16,-4,72,0.71
385,PostCent,SSM,-40,-28,68,mFG,DMN,8,48,-16,0.71
386,PostCent,SSM,-40,-28,68,PHG,DMN,-12,-40,0,0.7
387,PostCent,SSM,-40,-28,68,STG,DMN,-44,12,-36,0.71
388,PostCent,SSM,-40,-28,68,MTG,DAN,-52,-64,4,0.7
389,ParaCent,SSM,20,-28,60,mFG,DMN,8,48,-16,0.7
390,ParaCent,SSM,20,-28,60,CG,DMN,-4,-36,44,0.69
391,ParaCent,SSM,20,-28,60,MTG,DAN,48,-60,4,0.68
392,PreCent,SSM,44,-8,56,Insula,Auditory,32,-28,12,0.71
393,PreCent,SSM,44,-8,56,Insula,Auditory,64,-32,20,0.69
394,PreCent,SSM,44,-8,56,SFG,CON,-16,-4,72,0.67
395,PreCent,SSM,44,-8,56,mFG,DMN,8,48,-16,0.73
396,PreCent,SSM,44,-8,56,MTG,DMN,-68,-24,-16,0.68
397,PreCent,SSM,44,-8,56,MTG,DAN,-52,-64,4,0.68
398,Sub-Gyral,SSM,-28,-44,60,Insula,Auditory,32,-28,12,0.69
399,Sub-Gyral,SSM,-28,-44,60,STG,Auditory,-48,-28,4,0.68
400,Sub-Gyral,SSM,-28,-44,60,SFG,CON,-16,-4,72,0.7
401,Sub-Gyral,SSM,-28,-44,60,PrCu,DMN,-40,-76,44,0.7
402,Sub-Gyral,SSM,-28,-44,60,PostCing,DMN,-8,-56,28,0.68
403,Sub-Gyral,SSM,-28,-44,60,MTG,DAN,-52,-64,4,0.68
404,mFG,SSM,12,-16,76,Insula,Auditory,32,-28,12,0.69
405,mFG,SSM,12,-16,76,mFG,DMN,8,48,-16,0.7
406,mFG,SSM,12,-16,76,mFG,DMN,-16,64,-8,0.68
407,mFG,SSM,12,-16,76,MTG,DAN,-52,-64,4,0.69
408,SPL,SSM,24,-44,68,Insula,Auditory,32,-28,12,0.68
409,SPL,SSM,24,-44,68,SFG,CON,-16,-4,72,0.7
410,SPL,SSM,24,-44,68,mFG,DMN,8,48,-16,0.67
411,SPL,SSM,24,-44,68,PrCu,DMN,4,-60,36,0.69
412,SPL,SSM,24,-44,68,MTG,DAN,-52,-64,4,0.68
413,IPL,SSM,-44,-32,48,mFG,DMN,-16,64,-8,0.68
414,IPL,SSM,-44,-32,48,MTG,DAN,-52,-64,4,0.68
415,Sub-Gyral,SSM,-20,-32,60,SFG,CON,-16,-4,72,0.68
416,Sub-Gyral,SSM,-20,-32,60,PHG,DMN,-12,-40,0,0.69
417,Sub-Gyral,SSM,-20,-32,60,MTG,DAN,-52,-64,4,0.72
418,PreCent,SSM,-12,-16,76,MTG,DAN,-52,-64,4,0.71
419,PostCent,SSM,44,-20,56,MTG,DAN,-52,-64,4,0.68
420,SFG,VAN,-8,12,68,mFG,CON,-4,4,52,0.71
421,SFG,VAN,-8,12,68,SFG,CON,20,-8,64,0.71
422,SFG,VAN,-8,12,68,CG,CON,-12,-4,44,0.7
423,SFG,VAN,-8,12,68,MTG,DMN,-40,-76,24,0.75
424,SFG,VAN,-8,12,68,PrCu,DAN,20,-64,48,0.68
425,SFG,VAN,-8,12,68,IPL,DAN,-32,-48,48,0.69
426,SFG,VAN,-8,12,68,PreCent,FPN,-44,0,44,0.69
427,SFG,VAN,-8,12,68,PrCu,Salience,12,-40,52,0.79
428,SFG,VAN,-8,12,68,PrCu,SSM,-8,-52,60,0.71
429,SFG,VAN,-8,12,68,CG,SSM,-12,-16,40,0.74
430,SFG,VAN,-8,12,68,ParaCent,SSM,0,-16,48,0.72
431,SFG,VAN,-8,12,68,CG,SSM,8,0,44,0.73
432,SFG,VAN,-8,12,68,mFG,SSM,-8,-20,64,0.75
433,SFG,VAN,-8,12,68,ParaCent,SSM,12,-32,76,0.69
434,SFG,VAN,-8,12,68,PostCent,SSM,-52,-24,44,0.7
435,SFG,VAN,-8,12,68,PostCent,SSM,8,-44,72,0.71
436,SFG,VAN,-8,12,68,Sub-Gyral,SSM,28,-40,60,0.68
437,SFG,VAN,-8,12,68,PostCent,SSM,-40,-28,68,0.69
438,SFG,VAN,-8,12,68,Sub-Gyral,SSM,-28,-44,60,0.69
439,SFG,VAN,-8,12,68,mFG,SSM,12,-16,76,0.7
440,STG,VAN,52,-44,20,SFG,CON,20,-8,64,0.67
441,STG,VAN,52,-44,20,CG,CON,-12,-4,44,0.69
442,STG,VAN,52,-44,20,MTG,DMN,-40,-76,24,0.79
443,STG,VAN,52,-44,20,mFG,DMN,4,68,-4,0.7
444,STG,VAN,52,-44,20,PreCent,FPN,-44,0,44,0.7
445,STG,VAN,52,-44,20,PrCu,Salience,12,-40,52,0.8
446,STG,VAN,52,-44,20,PrCu,SSM,-8,-52,60,0.74
447,STG,VAN,52,-44,20,CG,SSM,-12,-16,40,0.73
448,STG,VAN,52,-44,20,ParaCent,SSM,0,-16,48,0.73
449,STG,VAN,52,-44,20,CG,SSM,8,0,44,0.7
450,STG,VAN,52,-44,20,mFG,SSM,-8,-20,64,0.73
451,STG,VAN,52,-44,20,ParaCent,SSM,12,-32,76,0.68
452,STG,VAN,52,-44,20,PostCent,SSM,-52,-24,44,0.68
453,STG,VAN,52,-44,20,PostCent,SSM,-40,-20,56,0.67
454,STG,VAN,-56,-52,8,SFG,CON,20,-8,64,0.68
455,STG,VAN,-56,-52,8,MTG,DMN,-40,-76,24,0.75
456,STG,VAN,-56,-52,8,mFG,DMN,4,68,-4,0.73
457,STG,VAN,-56,-52,8,PrCu,DMN,4,-60,36,0.68
458,STG,VAN,-56,-52,8,PrCu,DAN,8,-60,60,0.69
459,STG,VAN,-56,-52,8,MFG,FPN,48,24,28,0.68
460,STG,VAN,-56,-52,8,MFG,FPN,32,56,-12,0.68
461,STG,VAN,-56,-52,8,MFG,FPN,40,44,16,0.7
462,STG,VAN,-56,-52,8,IPL,FPN,48,-44,44,0.69
463,STG,VAN,-56,-52,8,PrCu,Salience,12,-40,52,0.69
464,STG,VAN,-56,-52,8,CG,SSM,-12,-16,40,0.71
465,STG,VAN,-56,-52,8,PreCent,SSM,28,-16,72,0.68
466,STG,VAN,-56,-40,12,MTG,DMN,-40,-76,24,0.72
467,STG,VAN,-56,-40,12,mFG,DMN,4,68,-4,0.7
468,STG,VAN,-56,-40,12,PrCu,Salience,12,-40,52,0.73
469,STG,VAN,-56,-40,12,CG,SSM,-12,-16,40,0.68
470,STG,VAN,-56,-40,12,ParaCent,SSM,-8,-32,72,0.69
471,STG,VAN,-56,-40,12,PostCent,SSM,52,-20,40,0.68
472,STG,VAN,52,-32,8,MTG,DMN,-40,-76,24,0.68
473,STG,VAN,52,-32,8,PrCu,DAN,8,-60,60,0.69
474,STG,VAN,52,-32,8,PrCu,Salience,12,-40,52,0.71
475,STG,VAN,52,-28,-4,MTG,DAN,-52,-64,4,0.72
476,STG,VAN,56,-48,12,ParaCent,SSM,0,-16,48,0.68
477,Culmen,Visual,16,-48,-8,mFG,CON,-4,4,52,0.69
478,Culmen,Visual,16,-48,-8,IPL,CON,56,-28,32,0.74
479,Culmen,Visual,16,-48,-8,SFG,CON,20,-8,64,0.7
480,Culmen,Visual,16,-48,-8,CG,CON,-12,-4,44,0.7
481,Culmen,Visual,16,-48,-8,Insula,CON,-44,0,8,0.69
482,Culmen,Visual,16,-48,-8,MTG,DMN,-40,-76,24,0.82
483,Culmen,Visual,16,-48,-8,mFG,DMN,4,68,-4,0.81
484,Culmen,Visual,16,-48,-8,MTG,DMN,44,-72,28,0.72
485,Culmen,Visual,16,-48,-8,STG,DMN,44,16,-32,0.71
486,Culmen,Visual,16,-48,-8,PrCu,DMN,4,-60,36,0.67
487,Culmen,Visual,16,-48,-8,PostCing,DMN,-12,-56,16,0.69
488,Culmen,Visual,16,-48,-8,SFG,DMN,-12,40,52,0.69
489,Culmen,Visual,16,-48,-8,PrCu,DAN,8,-60,60,0.78
490,Culmen,Visual,16,-48,-8,PrCu,DAN,20,-64,48,0.72
491,Culmen,Visual,16,-48,-8,PrCu,DAN,-28,-72,36,0.68
492,Culmen,Visual,16,-48,-8,FFG,DAN,-44,-60,-8,0.69
493,Culmen,Visual,16,-48,-8,MFG,DAN,28,-4,52,0.67
494,Culmen,Visual,16,-48,-8,PreCent,FPN,-44,0,44,0.76
495,Culmen,Visual,16,-48,-8,MFG,FPN,48,24,28,0.77
496,Culmen,Visual,16,-48,-8,IFG,FPN,-48,12,24,0.75
497,Culmen,Visual,16,-48,-8,IPL,FPN,-52,-48,44,0.75
498,Culmen,Visual,16,-48,-8,SFG,FPN,-24,12,64,0.72
499,Culmen,Visual,16,-48,-8,ITG,FPN,60,-52,-12,0.71
500,Culmen,Visual,16,-48,-8,ACC,FPN,24,44,-16,0.73
501,Culmen,Visual,16,-48,-8,MFG,FPN,32,56,-12,0.68
502,Culmen,Visual,16,-48,-8,MFG,FPN,40,44,16,0.68
503,Culmen,Visual,16,-48,-8,IPL,FPN,48,-44,44,0.69
504,Culmen,Visual,16,-48,-8,MFG,FPN,32,16,56,0.69
505,Culmen,Visual,16,-48,-8,PrCu,FPN,36,-64,40,0.69
506,Culmen,Visual,16,-48,-8,PrCu,Salience,12,-40,52,0.82
507,Culmen,Visual,16,-48,-8,Supramarginal,Salience,56,-44,36,0.71
508,Culmen,Visual,16,-48,-8,MFG,Salience,44,0,48,0.69
509,Culmen,Visual,16,-48,-8,MFG,Salience,32,32,28,0.68
510,Culmen,Visual,16,-48,-8,CG,Salience,-12,24,24,0.69
511,Culmen,Visual,16,-48,-8,mFG,Salience,0,16,44,0.69
512,Culmen,Visual,16,-48,-8,SFG,Salience,-28,52,20,0.71
513,Culmen,Visual,16,-48,-8,CG,Salience,12,24,28,0.69
514,Culmen,Visual,16,-48,-8,PrCu,SSM,-8,-52,60,0.77
515,Culmen,Visual,16,-48,-8,CG,SSM,-12,-16,40,0.74
516,Culmen,Visual,16,-48,-8,ParaCent,SSM,0,-16,48,0.74
517,Culmen,Visual,16,-48,-8,CG,SSM,8,0,44,0.72
518,Culmen,Visual,16,-48,-8,mFG,SSM,-8,-20,64,0.76
519,Culmen,Visual,16,-48,-8,ParaCent,SSM,-8,-32,72,0.72
520,Culmen,Visual,16,-48,-8,ParaCent,SSM,12,-32,76,0.71
521,Culmen,Visual,16,-48,-8,PostCent,SSM,-52,-24,44,0.69
522,Culmen,Visual,16,-48,-8,PreCent,SSM,28,-16,72,0.7
523,Culmen,Visual,16,-48,-8,PostCent,SSM,-24,-32,72,0.71
524,Culmen,Visual,16,-48,-8,PostCent,SSM,-40,-20,56,0.73
525,Culmen,Visual,16,-48,-8,Sub-Gyral,SSM,28,-40,60,0.69
526,Culmen,Visual,16,-48,-8,PostCent,SSM,-40,-28,68,0.68
527,Culmen,Visual,16,-48,-8,ParaCent,SSM,20,-28,60,0.7
528,Culmen,Visual,16,-48,-8,Sub-Gyral,SSM,-28,-44,60,0.69
529,Culmen,Visual,16,-48,-8,IPL,SSM,-44,-32,48,0.72
530,MOG,Visual,40,-72,16,mFG,CON,-4,4,52,0.78
531,MOG,Visual,40,-72,16,IPL,CON,56,-28,32,0.74
532,MOG,Visual,40,-72,16,SFG,CON,20,-8,64,0.78
533,MOG,Visual,40,-72,16,CG,CON,-12,-4,44,0.73
534,MOG,Visual,40,-72,16,MTG,DMN,-40,-76,24,0.8
535,MOG,Visual,40,-72,16,mFG,DMN,4,68,-4,0.76
536,MOG,Visual,40,-72,16,CG,DMN,8,-48,32,0.71
537,MOG,Visual,40,-72,16,SFG,DMN,24,32,48,0.69
538,MOG,Visual,40,-72,16,MFG,DMN,-36,20,52,0.69
539,MOG,Visual,40,-72,16,MFG,DMN,24,40,40,0.68
540,MOG,Visual,40,-72,16,PrCu,DAN,8,-60,60,0.77
541,MOG,Visual,40,-72,16,PrCu,DAN,20,-64,48,0.74
542,MOG,Visual,40,-72,16,IPL,DAN,-32,-48,48,0.77
543,MOG,Visual,40,-72,16,PrCu,DAN,-28,-72,36,0.71
544,MOG,Visual,40,-72,16,MFG,DAN,-32,0,56,0.73
545,MOG,Visual,40,-72,16,MFG,DAN,28,-4,52,0.69
546,MOG,Visual,40,-72,16,PreCent,FPN,-44,0,44,0.68
547,MOG,Visual,40,-72,16,MFG,FPN,48,24,28,0.68
548,MOG,Visual,40,-72,16,IFG,FPN,-48,12,24,0.74
549,MOG,Visual,40,-72,16,IPL,FPN,-52,-48,44,0.68
550,MOG,Visual,40,-72,16,ITG,FPN,60,-52,-12,0.68
551,MOG,Visual,40,-72,16,ACC,FPN,24,44,-16,0.71
552,MOG,Visual,40,-72,16,PreCent,FPN,48,8,32,0.73
553,MOG,Visual,40,-72,16,PreCent,FPN,-40,4,32,0.72
554,MOG,Visual,40,-72,16,SPL,FPN,-28,-56,48,0.71
555,MOG,Visual,40,-72,16,PrCu,Salience,12,-40,52,0.84
556,MOG,Visual,40,-72,16,Supramarginal,Salience,56,-44,36,0.77
557,MOG,Visual,40,-72,16,MFG,Salience,44,0,48,0.68
558,MOG,Visual,40,-72,16,MFG,Salience,32,32,28,0.72
559,MOG,Visual,40,-72,16,PrCu,SSM,-8,-52,60,0.78
560,MOG,Visual,40,-72,16,CG,SSM,-12,-16,40,0.74
561,MOG,Visual,40,-72,16,ParaCent,SSM,0,-16,48,0.78
562,MOG,Visual,40,-72,16,CG,SSM,8,0,44,0.75
563,MOG,Visual,40,-72,16,mFG,SSM,-8,-20,64,0.77
564,MOG,Visual,40,-72,16,ParaCent,SSM,-8,-32,72,0.77
565,MOG,Visual,40,-72,16,ParaCent,SSM,12,-32,76,0.74
566,MOG,Visual,40,-72,16,PostCent,SSM,-52,-24,44,0.74
567,MOG,Visual,40,-72,16,PreCent,SSM,28,-16,72,0.7
568,MOG,Visual,40,-72,16,PostCent,SSM,8,-44,72,0.75
569,MOG,Visual,40,-72,16,PostCent,SSM,-24,-32,72,0.73
570,MOG,Visual,40,-72,16,PostCent,SSM,-40,-20,56,0.7
571,MOG,Visual,40,-72,16,Sub-Gyral,SSM,28,-40,60,0.73
572,MOG,Visual,40,-72,16,PostCent,SSM,52,-20,40,0.71
573,MOG,Visual,40,-72,16,PostCent,SSM,-40,-28,68,0.72
574,MOG,Visual,40,-72,16,ParaCent,SSM,20,-28,60,0.7
575,MOG,Visual,40,-72,16,PreCent,SSM,44,-8,56,0.72
576,MOG,Visual,40,-72,16,Sub-Gyral,SSM,-28,-44,60,0.7
577,MOG,Visual,40,-72,16,mFG,SSM,12,-16,76,0.72
578,MOG,Visual,40,-72,16,SPL,SSM,24,-44,68,0.67
579,MOG,Visual,40,-72,16,IPL,SSM,-44,-32,48,0.71
580,MOG,Visual,40,-72,16,Sub-Gyral,SSM,-20,-32,60,0.69
581,MOG,Visual,40,-72,16,PreCent,SSM,-12,-16,76,0.68
582,Cu,Visual,8,-72,12,mFG,CON,-4,4,52,0.74
583,Cu,Visual,8,-72,12,IPL,CON,56,-28,32,0.77
584,Cu,Visual,8,-72,12,SFG,CON,20,-8,64,0.73
585,Cu,Visual,8,-72,12,CG,CON,-12,-4,44,0.72
586,Cu,Visual,8,-72,12,MTG,DMN,-40,-76,24,0.8
587,Cu,Visual,8,-72,12,mFG,DMN,4,68,-4,0.81
588,Cu,Visual,8,-72,12,MTG,DMN,44,-72,28,0.7
589,Cu,Visual,8,-72,12,STG,DMN,44,16,-32,0.72
590,Cu,Visual,8,-72,12,CG,DMN,8,-48,32,0.71
591,Cu,Visual,8,-72,12,SFG,DMN,24,32,48,0.7
592,Cu,Visual,8,-72,12,MFG,DMN,24,40,40,0.68
593,Cu,Visual,8,-72,12,PrCu,DAN,8,-60,60,0.8
594,Cu,Visual,8,-72,12,PrCu,DAN,20,-64,48,0.74
595,Cu,Visual,8,-72,12,IPL,DAN,-32,-48,48,0.7
596,Cu,Visual,8,-72,12,PrCu,DAN,-28,-72,36,0.68
597,Cu,Visual,8,-72,12,MFG,DAN,-32,0,56,0.71
598,Cu,Visual,8,-72,12,MFG,DAN,28,-4,52,0.68
599,Cu,Visual,8,-72,12,PreCent,FPN,-44,0,44,0.75
600,Cu,Visual,8,-72,12,MFG,FPN,48,24,28,0.76
601,Cu,Visual,8,-72,12,IFG,FPN,-48,12,24,0.73
602,Cu,Visual,8,-72,12,IPL,FPN,-52,-48,44,0.73
603,Cu,Visual,8,-72,12,SFG,FPN,-24,12,64,0.73
604,Cu,Visual,8,-72,12,ITG,FPN,60,-52,-12,0.72
605,Cu,Visual,8,-72,12,ACC,FPN,24,44,-16,0.74
606,Cu,Visual,8,-72,12,MFG,FPN,32,56,-12,0.71
607,Cu,Visual,8,-72,12,PreCent,FPN,48,8,32,0.72
608,Cu,Visual,8,-72,12,PreCent,FPN,-40,4,32,0.69
609,Cu,Visual,8,-72,12,IPL,FPN,48,-44,44,0.69
610,Cu,Visual,8,-72,12,PrCu,Salience,12,-40,52,0.81
611,Cu,Visual,8,-72,12,Supramarginal,Salience,56,-44,36,0.76
612,Cu,Visual,8,-72,12,MFG,Salience,44,0,48,0.73
613,Cu,Visual,8,-72,12,MFG,Salience,32,32,28,0.7
614,Cu,Visual,8,-72,12,IFG,Salience,36,32,-4,0.7
615,Cu,Visual,8,-72,12,mFG,Salience,0,16,44,0.68
616,Cu,Visual,8,-72,12,SFG,Salience,-28,52,20,0.69
617,Cu,Visual,8,-72,12,PrCu,SSM,-8,-52,60,0.75
618,Cu,Visual,8,-72,12,CG,SSM,-12,-16,40,0.71
619,Cu,Visual,8,-72,12,ParaCent,SSM,0,-16,48,0.73
620,Cu,Visual,8,-72,12,CG,SSM,8,0,44,0.69
621,Cu,Visual,8,-72,12,mFG,SSM,-8,-20,64,0.73
622,Cu,Visual,8,-72,12,ParaCent,SSM,-8,-32,72,0.77
623,Cu,Visual,8,-72,12,ParaCent,SSM,12,-32,76,0.7
624,Cu,Visual,8,-72,12,PreCent,SSM,28,-16,72,0.72
625,Cu,Visual,8,-72,12,PostCent,SSM,-24,-32,72,0.74
626,Cu,Visual,8,-72,12,Sub-Gyral,SSM,28,-40,60,0.69
627,Cu,Visual,8,-72,12,PostCent,SSM,52,-20,40,0.69
628,Cu,Visual,8,-72,12,ParaCent,SSM,20,-28,60,0.71
629,Cu,Visual,8,-72,12,PreCent,SSM,44,-8,56,0.69
630,Cu,Visual,8,-72,12,IPL,SSM,-44,-32,48,0.68
631,LG,Visual,-8,-80,8,mFG,CON,-4,4,52,0.77
632,LG,Visual,-8,-80,8,IPL,CON,56,-28,32,0.7
633,LG,Visual,-8,-80,8,SFG,CON,20,-8,64,0.76
634,LG,Visual,-8,-80,8,CG,CON,-12,-4,44,0.72
635,LG,Visual,-8,-80,8,SFG,CON,12,0,68,0.68
636,LG,Visual,-8,-80,8,MTG,DMN,-40,-76,24,0.74
637,LG,Visual,-8,-80,8,mFG,DMN,4,68,-4,0.74
638,LG,Visual,-8,-80,8,PrCu,DAN,8,-60,60,0.75
639,LG,Visual,-8,-80,8,PrCu,DAN,20,-64,48,0.71
640,LG,Visual,-8,-80,8,IPL,DAN,-32,-48,48,0.74
641,LG,Visual,-8,-80,8,PrCu,DAN,-28,-72,36,0.68
642,LG,Visual,-8,-80,8,MFG,DAN,-32,0,56,0.74
643,LG,Visual,-8,-80,8,MFG,DAN,28,-4,52,0.72
644,LG,Visual,-8,-80,8,IFG,FPN,-48,12,24,0.73
645,LG,Visual,-8,-80,8,IPL,FPN,-52,-48,44,0.68
646,LG,Visual,-8,-80,8,ITG,FPN,60,-52,-12,0.68
647,LG,Visual,-8,-80,8,ACC,FPN,24,44,-16,0.7
648,LG,Visual,-8,-80,8,PreCent,FPN,48,8,32,0.72
649,LG,Visual,-8,-80,8,PreCent,FPN,-40,4,32,0.7
650,LG,Visual,-8,-80,8,SPL,FPN,-28,-56,48,0.68
651,LG,Visual,-8,-80,8,PrCu,Salience,12,-40,52,0.78
652,LG,Visual,-8,-80,8,Supramarginal,Salience,56,-44,36,0.74
653,LG,Visual,-8,-80,8,MFG,Salience,32,32,28,0.7
654,LG,Visual,-8,-80,8,PrCu,SSM,-8,-52,60,0.76
655,LG,Visual,-8,-80,8,CG,SSM,-12,-16,40,0.75
656,LG,Visual,-8,-80,8,ParaCent,SSM,0,-16,48,0.76
657,LG,Visual,-8,-80,8,CG,SSM,8,0,44,0.72
658,LG,Visual,-8,-80,8,mFG,SSM,-8,-20,64,0.71
659,LG,Visual,-8,-80,8,ParaCent,SSM,-8,-32,72,0.76
660,LG,Visual,-8,-80,8,ParaCent,SSM,12,-32,76,0.73
661,LG,Visual,-8,-80,8,PostCent,SSM,-52,-24,44,0.7
662,LG,Visual,-8,-80,8,PostCent,SSM,8,-44,72,0.72
663,LG,Visual,-8,-80,8,PostCent,SSM,-24,-32,72,0.69
664,LG,Visual,-8,-80,8,PostCent,SSM,-40,-20,56,0.68
665,LG,Visual,-8,-80,8,Sub-Gyral,SSM,28,-40,60,0.73
666,LG,Visual,-8,-80,8,PostCent,SSM,52,-20,40,0.7
667,LG,Visual,-8,-80,8,PostCent,SSM,-40,-28,68,0.72
668,LG,Visual,-8,-80,8,ParaCent,SSM,20,-28,60,0.69
669,LG,Visual,-8,-80,8,PreCent,SSM,44,-8,56,0.71
670,LG,Visual,-8,-80,8,mFG,SSM,12,-16,76,0.7
671,LG,Visual,-8,-80,8,SPL,SSM,24,-44,68,0.7
672,LG,Visual,-8,-80,8,Sub-Gyral,SSM,-20,-32,60,0.7
673,LG,Visual,-8,-80,8,PreCent,SSM,-12,-16,76,0.68
674,MOG,Visual,-28,-80,20,mFG,CON,-4,4,52,0.74
675,MOG,Visual,-28,-80,20,IPL,CON,56,-28,32,0.74
676,MOG,Visual,-28,-80,20,SFG,CON,20,-8,64,0.73
677,MOG,Visual,-28,-80,20,CG,CON,-12,-4,44,0.71
678,MOG,Visual,-28,-80,20,MTG,DMN,-40,-76,24,0.78
679,MOG,Visual,-28,-80,20,mFG,DMN,4,68,-4,0.75
680,MOG,Visual,-28,-80,20,STG,DMN,44,16,-32,0.68
681,MOG,Visual,-28,-80,20,CG,DMN,8,-48,32,0.69
682,MOG,Visual,-28,-80,20,SFG,DMN,24,32,48,0.71
683,MOG,Visual,-28,-80,20,PrCu,DAN,8,-60,60,0.78
684,MOG,Visual,-28,-80,20,PrCu,DAN,20,-64,48,0.75
685,MOG,Visual,-28,-80,20,IPL,DAN,-32,-48,48,0.72
686,MOG,Visual,-28,-80,20,PrCu,DAN,-28,-72,36,0.7
687,MOG,Visual,-28,-80,20,MFG,DAN,-32,0,56,0.69
688,MOG,Visual,-28,-80,20,PreCent,FPN,-44,0,44,0.73
689,MOG,Visual,-28,-80,20,MFG,FPN,48,24,28,0.72
690,MOG,Visual,-28,-80,20,IFG,FPN,-48,12,24,0.73
691,MOG,Visual,-28,-80,20,IPL,FPN,-52,-48,44,0.71
692,MOG,Visual,-28,-80,20,SFG,FPN,-24,12,64,0.71
693,MOG,Visual,-28,-80,20,ITG,FPN,60,-52,-12,0.74
694,MOG,Visual,-28,-80,20,ACC,FPN,24,44,-16,0.73
695,MOG,Visual,-28,-80,20,PreCent,FPN,48,8,32,0.69
696,MOG,Visual,-28,-80,20,PreCent,FPN,-40,4,32,0.7
697,MOG,Visual,-28,-80,20,SPL,FPN,-28,-56,48,0.7
698,MOG,Visual,-28,-80,20,PrCu,Salience,12,-40,52,0.8
699,MOG,Visual,-28,-80,20,Supramarginal,Salience,56,-44,36,0.75
700,MOG,Visual,-28,-80,20,MFG,Salience,44,0,48,0.71
701,MOG,Visual,-28,-80,20,MFG,Salience,32,32,28,0.7
702,MOG,Visual,-28,-80,20,PrCu,SSM,-8,-52,60,0.74
703,MOG,Visual,-28,-80,20,CG,SSM,-12,-16,40,0.71
704,MOG,Visual,-28,-80,20,ParaCent,SSM,0,-16,48,0.75
705,MOG,Visual,-28,-80,20,CG,SSM,8,0,44,0.69
706,MOG,Visual,-28,-80,20,mFG,SSM,-8,-20,64,0.74
707,MOG,Visual,-28,-80,20,ParaCent,SSM,-8,-32,72,0.76
708,MOG,Visual,-28,-80,20,ParaCent,SSM,12,-32,76,0.73
709,MOG,Visual,-28,-80,20,PostCent,SSM,-52,-24,44,0.69
710,MOG,Visual,-28,-80,20,PostCent,SSM,8,-44,72,0.67
711,MOG,Visual,-28,-80,20,PostCent,SSM,-24,-32,72,0.73
712,MOG,Visual,-28,-80,20,PostCent,SSM,52,-20,40,0.68
713,MOG,Visual,-28,-80,20,Sub-Gyral,SSM,-28,-44,60,0.67
714,MOG,Visual,-28,-80,20,IPL,SSM,-44,-32,48,0.69
715,LG,Visual,20,-64,0,STG,Auditory,-60,-24,12,0.71
716,LG,Visual,20,-64,0,Insula,Auditory,44,-24,20,0.69
717,LG,Visual,20,-64,0,mFG,CON,-4,4,52,0.69
718,LG,Visual,20,-64,0,IPL,CON,56,-28,32,0.7
719,LG,Visual,20,-64,0,SFG,CON,20,-8,64,0.69
720,LG,Visual,20,-64,0,MTG,DMN,-40,-76,24,0.78
721,LG,Visual,20,-64,0,mFG,DMN,4,68,-4,0.77
722,LG,Visual,20,-64,0,mFG,DMN,8,48,-16,0.68
723,LG,Visual,20,-64,0,MTG,DMN,44,-72,28,0.75
724,LG,Visual,20,-64,0,STG,DMN,44,16,-32,0.71
725,LG,Visual,20,-64,0,PrCu,DMN,4,-60,36,0.71
726,LG,Visual,20,-64,0,PostCing,DMN,-12,-56,16,0.73
727,LG,Visual,20,-64,0,SFG,DMN,-12,40,52,0.68
728,LG,Visual,20,-64,0,SFG,DMN,-16,28,52,0.68
729,LG,Visual,20,-64,0,PrCu,DAN,8,-60,60,0.78
730,LG,Visual,20,-64,0,FFG,DAN,-44,-60,-8,0.68
731,LG,Visual,20,-64,0,PreCent,FPN,-44,0,44,0.76
732,LG,Visual,20,-64,0,MFG,FPN,48,24,28,0.73
733,LG,Visual,20,-64,0,IFG,FPN,-48,12,24,0.68
734,LG,Visual,20,-64,0,IPL,FPN,-52,-48,44,0.69
735,LG,Visual,20,-64,0,SFG,FPN,-24,12,64,0.71
736,LG,Visual,20,-64,0,ITG,FPN,60,-52,-12,0.71
737,LG,Visual,20,-64,0,ACC,FPN,24,44,-16,0.68
738,LG,Visual,20,-64,0,MFG,FPN,32,56,-12,0.68
739,LG,Visual,20,-64,0,IPL,FPN,44,-52,48,0.7
740,LG,Visual,20,-64,0,PrCu,Salience,12,-40,52,0.78
741,LG,Visual,20,-64,0,CG,Salience,-12,24,24,0.68
742,LG,Visual,20,-64,0,PrCu,SSM,-8,-52,60,0.74
743,LG,Visual,20,-64,0,CG,SSM,-12,-16,40,0.71
744,LG,Visual,20,-64,0,ParaCent,SSM,0,-16,48,0.72
