,source_TD_label,source_Network,source_coordX,source_coordY,source_coordZ,target_TD_label,target_Network,target_coordX,target_coordY,target_coordZ,value
372,MFG,Salience,44,0,48,MFG,FPN,48,24,28,0.32
373,MFG,Salience,44,0,48,IFG,FPN,-48,12,24,0.46
374,MFG,Salience,44,0,48,IPL,FPN,-52,-48,44,0.3
375,MFG,Salience,44,0,48,ITG,FPN,60,-52,-12,0.37
376,MFG,Salience,44,0,48,ACC,FPN,24,44,-16,0.4
377,MFG,Salience,44,0,48,PreCent,FPN,48,8,32,0.45
378,MFG,Salience,44,0,48,PreCent,FPN,-40,4,32,0.29
379,MFG,Salience,44,0,48,IPL,FPN,48,-44,44,0.45
380,MFG,Salience,44,0,48,SPL,FPN,-28,-56,48,0.36
381,MFG,Salience,44,0,48,IPL,FPN,44,-52,48,0.29
382,MFG,Salience,32,32,28,STG,Auditory,-60,-24,12,0.28
383,MFG,Salience,32,32,28,CG,CON,-12,-4,44,-0.36
384,MFG,Salience,32,32,28,STG,CON,-52,8,-4,-0.3
385,MFG,Salience,32,32,28,mFG,DMN,4,68,-4,0.29
386,MFG,Salience,32,32,28,mFG,DMN,8,48,-16,0.42
387,MFG,Salience,32,32,28,MTG,DMN,44,-72,28,0.28
388,MFG,Salience,32,32,28,STG,DMN,-44,12,-36,0.4
389,MFG,Salience,32,32,28,STG,DMN,44,16,-32,0.32
390,MFG,Salience,32,32,28,STG,DMN,52,-60,36,0.31
391,MFG,Salience,32,32,28,SFG,DMN,24,32,48,0.28
392,MFG,Salience,32,32,28,SFG,DMN,12,56,40,0.28
393,MFG,Salience,32,32,28,mFG,DMN,-4,36,36,0.28
394,MFG,Salience,32,32,28,ACC,DMN,-4,40,16,0.29
395,MFG,Salience,32,32,28,PrCu,DAN,8,-60,60,0.4
396,MFG,Salience,32,32,28,IPL,DAN,-32,-48,48,0.29
397,MFG,Salience,32,32,28,SFG,FPN,-24,12,64,0.38
398,MFG,Salience,32,32,28,PrCu,FPN,36,-64,40,0.29
399,MFG,Salience,32,32,28,MFG,FPN,-36,56,4,0.36
400,MFG,Salience,32,32,28,PrCu,Salience,12,-40,52,0.32
401,MFG,Salience,32,32,28,MFG,Salience,44,0,48,0.3
402,IFG,Salience,48,24,8,Insula,Auditory,32,-28,12,0.31
403,IFG,Salience,48,24,8,IPL,CON,56,-28,32,0.3
404,IFG,Salience,48,24,8,SFG,DMN,-16,28,52,0.3
405,IFG,Salience,48,24,8,PrCu,DAN,-28,-72,36,0.29
406,IFG,Salience,48,24,8,PreCent,FPN,-44,0,44,0.31
407,IFG,Salience,48,24,8,IFG,FPN,-48,12,24,0.28
408,IFG,Salience,48,24,8,IPL,FPN,-52,-48,44,0.35
409,IFG,Salience,48,24,8,ITG,FPN,60,-52,-12,0.28
410,IFG,Salience,48,24,8,ACC,FPN,24,44,-16,0.37
411,IFG,Salience,48,24,8,PreCent,FPN,48,8,32,0.31
412,IFG,Salience,48,24,8,PreCent,FPN,-40,4,32,0.29
413,IFG,Salience,48,24,8,SPL,FPN,-28,-56,48,0.34
414,Insula,Salience,-36,20,0,STG,Auditory,-60,-24,12,0.28
415,Insula,Salience,-36,20,0,PreCent,Auditory,-56,-8,12,0.32
416,Insula,Salience,-36,20,0,mFG,DMN,4,68,-4,0.4
417,Insula,Salience,-36,20,0,MTG,DMN,-44,-60,20,0.28
418,Insula,Salience,-36,20,0,MTG,DMN,-44,-64,36,0.28
419,Insula,Salience,-36,20,0,PostCing,DMN,-12,-56,16,0.35
420,Insula,Salience,-36,20,0,PostCing,DMN,-4,-48,12,0.29
421,Insula,Salience,-36,20,0,CG,DMN,-4,-36,44,0.4
422,Insula,Salience,-36,20,0,ACC,DMN,-4,44,-8,0.37
423,Insula,Salience,-36,20,0,ACC,DMN,12,36,20,0.31
424,Insula,Salience,-36,20,0,PreCent,FPN,-44,0,44,0.28
425,Insula,Salience,-36,20,0,MFG,FPN,48,24,28,0.3
426,Insula,Salience,-36,20,0,MFG,FPN,40,44,16,0.34
427,Insula,Salience,-36,20,0,PrCu,Salience,12,-40,52,0.44
428,Insula,Salience,-36,20,0,Supramarginal,Salience,56,-44,36,0.29
429,Insula,Salience,-36,20,0,MFG,Salience,44,0,48,0.3
430,Insula,Salience,36,20,4,Insula,Auditory,32,-28,12,0.3
431,Insula,Salience,36,20,4,IPL,CON,56,-28,32,0.31
432,Insula,Salience,36,20,4,MTG,DMN,-44,-60,20,0.3
433,Insula,Salience,36,20,4,PrCu,DAN,20,-64,48,-0.3
434,Insula,Salience,36,20,4,IFG,FPN,-48,12,24,0.3
435,Insula,Salience,36,20,4,ITG,FPN,60,-52,-12,0.3
436,Insula,Salience,36,20,4,ACC,FPN,24,44,-16,0.31
437,Insula,Salience,36,20,4,PreCent,FPN,48,8,32,0.33
438,Insula,Salience,36,20,4,Supramarginal,Salience,56,-44,36,0.3
439,Insula,Salience,36,20,4,Insula,Salience,-36,20,0,0.35
440,IFG,Salience,36,32,-4,mFG,CON,-4,4,52,0.34
441,IFG,Salience,36,32,-4,mFG,DMN,4,68,-4,0.42
442,IFG,Salience,36,32,-4,MTG,DMN,-44,-60,20,0.4
443,IFG,Salience,36,32,-4,MTG,DMN,44,-72,28,0.43
444,IFG,Salience,36,32,-4,PostCing,DMN,-12,-56,16,0.3
445,IFG,Salience,36,32,-4,PreCent,FPN,-44,0,44,0.34
446,IFG,Salience,36,32,-4,IPL,FPN,-52,-48,44,0.29
447,IFG,Salience,36,32,-4,IPL,FPN,-44,-56,44,0.33
448,IFG,Salience,36,32,-4,IFG,FPN,-40,44,-4,0.28
449,IFG,Salience,36,32,-4,PrCu,Salience,12,-40,52,0.5
450,IFG,Salience,36,32,-4,Supramarginal,Salience,56,-44,36,0.44
451,IFG,Salience,36,32,-4,MFG,Salience,44,0,48,0.45
452,IFG,Salience,36,32,-4,IFG,Salience,48,24,8,0.37
453,IFG,Salience,36,32,-4,Insula,Salience,36,20,4,0.3
454,Claustrum,Salience,32,16,-8,PreCent,Auditory,-56,-8,12,0.31
455,Claustrum,Salience,32,16,-8,mFG,DMN,4,68,-4,0.37
456,Claustrum,Salience,32,16,-8,MTG,DMN,-44,-64,36,0.28
457,Claustrum,Salience,32,16,-8,PostCing,DMN,-12,-56,16,0.4
458,Claustrum,Salience,32,16,-8,CG,DMN,-4,-36,44,0.42
459,Claustrum,Salience,32,16,-8,MFG,DMN,-36,20,52,0.4
460,Claustrum,Salience,32,16,-8,mFG,DMN,-8,52,0,0.33
461,Claustrum,Salience,32,16,-8,ACC,DMN,-4,44,-8,0.39
462,Claustrum,Salience,32,16,-8,ACC,DMN,12,36,20,0.28
463,Claustrum,Salience,32,16,-8,MFG,FPN,-44,40,20,0.3
464,Claustrum,Salience,32,16,-8,MFG,FPN,40,44,16,0.39
465,Claustrum,Salience,32,16,-8,IFG,FPN,-40,44,-4,0.29
466,Claustrum,Salience,32,16,-8,PrCu,Salience,12,-40,52,0.32
467,CG,Salience,-12,24,24,Insula,Auditory,64,-32,20,0.3
468,CG,Salience,-12,24,24,LN,CON,36,0,-4,0.31
469,CG,Salience,-12,24,24,MTG,DMN,-44,-64,36,0.31
470,CG,Salience,-12,24,24,mFG,DMN,-8,48,24,0.29
471,CG,Salience,-12,24,24,MFG,FPN,-44,40,20,0.4
472,CG,Salience,-12,24,24,Insula,Salience,-36,20,0,0.43
473,CG,Salience,-12,24,24,Claustrum,Salience,32,16,-8,0.39
474,mFG,Salience,0,16,44,SFG,CON,20,-8,64,0.28
475,mFG,Salience,0,16,44,mFG,DMN,4,68,-4,0.36
476,mFG,Salience,0,16,44,MTG,DMN,44,-72,28,0.29
477,mFG,Salience,0,16,44,CG,DMN,-4,-36,44,0.32
478,mFG,Salience,0,16,44,MFG,FPN,-44,40,20,0.36
479,mFG,Salience,0,16,44,MFG,FPN,40,44,16,0.41
480,mFG,Salience,0,16,44,IFG,FPN,-40,44,-4,0.32
481,mFG,Salience,0,16,44,PrCu,Salience,12,-40,52,0.33
482,mFG,Salience,0,16,44,Insula,Salience,36,20,4,0.3
483,mFG,Salience,0,16,44,CG,Salience,-12,24,24,0.38
484,SFG,Salience,-28,52,20,mFG,DMN,4,68,-4,0.32
485,SFG,Salience,-28,52,20,MTG,DMN,44,-72,28,0.3
486,SFG,Salience,-28,52,20,PostCing,DMN,-12,-56,16,0.3
487,SFG,Salience,-28,52,20,ACC,DMN,-4,44,-8,0.33
488,SFG,Salience,-28,52,20,PreCent,FPN,-44,0,44,0.3
489,SFG,Salience,-28,52,20,IPL,FPN,48,-44,44,0.35
490,SFG,Salience,-28,52,20,PrCu,Salience,12,-40,52,0.47
491,SFG,Salience,-28,52,20,Supramarginal,Salience,56,-44,36,0.34
492,SFG,Salience,-28,52,20,MFG,Salience,44,0,48,0.32
493,SFG,Salience,-28,52,20,Insula,Salience,36,20,4,0.36
494,CG,Salience,0,32,28,mFG,DMN,4,68,-4,0.29
495,CG,Salience,0,32,28,MTG,DMN,44,-72,28,0.3
496,CG,Salience,0,32,28,PreCent,FPN,-44,0,44,0.33
497,CG,Salience,0,32,28,IPL,FPN,-52,-48,44,0.3
498,CG,Salience,0,32,28,IPL,FPN,48,-44,44,0.33
499,CG,Salience,0,32,28,PrCu,Salience,12,-40,52,0.36
500,CG,Salience,0,32,28,Supramarginal,Salience,56,-44,36,0.29
501,CG,Salience,0,32,28,Insula,Salience,36,20,4,0.34
502,CG,Salience,4,24,36,mFG,CON,-4,4,52,0.42
503,CG,Salience,4,24,36,SFG,CON,12,0,68,0.29
504,CG,Salience,4,24,36,MTG,DMN,44,-72,28,0.28
505,CG,Salience,4,24,36,STG,DMN,52,-60,36,0.28
506,CG,Salience,4,24,36,MFG,Salience,44,0,48,0.29
507,CG,Salience,4,24,36,IFG,Salience,48,24,8,0.34
508,CG,Salience,12,24,28,MFG,DMN,-36,20,52,0.28
509,CG,Salience,12,24,28,mFG,DMN,-8,52,0,0.39
510,CG,Salience,12,24,28,MTG,DMN,-52,4,-28,0.28
511,CG,Salience,12,24,28,MFG,FPN,-44,40,20,0.29
512,CG,Salience,12,24,28,MFG,FPN,40,44,16,0.3
513,CG,Salience,12,24,28,CG,Salience,-12,24,24,0.31
514,SFG,Salience,32,56,16,SFG,DMN,-16,28,52,0.32
515,SFG,Salience,32,56,16,PrCu,DAN,-28,-72,36,0.29
516,SFG,Salience,32,56,16,IPL,FPN,-52,-48,44,0.28
517,SFG,Salience,32,56,16,CG,Salience,4,24,36,0.3
518,SFG,Salience,28,48,28,STG,DMN,44,16,-32,0.28
519,SFG,Salience,28,48,28,SPL,DAN,24,-60,60,0.3
520,SFG,Salience,28,48,28,MFG,FPN,32,56,-12,0.29
521,MFG,Salience,-40,52,16,Insula,Auditory,32,-28,12,0.28
522,MFG,Salience,-40,52,16,SFG,DMN,-16,28,52,0.29
523,PrCu,SSM,-8,-52,60,STG,Auditory,-40,-32,16,0.31
524,PrCu,SSM,-8,-52,60,STG,Auditory,-60,-24,12,0.36
525,PrCu,SSM,-8,-52,60,mFG,CON,-4,4,52,0.31
526,PrCu,SSM,-8,-52,60,SFG,CON,20,-8,64,0.36
527,PrCu,SSM,-8,-52,60,SFG,CON,-16,-4,72,0.33
528,PrCu,SSM,-8,-52,60,SFG,CON,12,0,68,0.31
529,PrCu,SSM,-8,-52,60,mFG,DMN,8,48,-16,0.3
530,PrCu,SSM,-8,-52,60,SFG,DMN,24,32,48,0.3
531,PrCu,SSM,-8,-52,60,MFG,DMN,24,40,40,0.29
532,PrCu,SSM,-8,-52,60,PrCu,DAN,8,-60,60,0.38
533,PrCu,SSM,-8,-52,60,PreCent,FPN,-44,0,44,0.33
534,PrCu,SSM,-8,-52,60,MFG,FPN,48,24,28,0.43
535,PrCu,SSM,-8,-52,60,IFG,FPN,-48,12,24,0.3
536,PrCu,SSM,-8,-52,60,IPL,FPN,-52,-48,44,0.31
537,PrCu,SSM,-8,-52,60,SFG,FPN,-24,12,64,0.3
538,PrCu,SSM,-8,-52,60,PreCent,FPN,-40,4,32,0.33
539,PrCu,SSM,-8,-52,60,Supramarginal,Salience,56,-44,36,0.28
540,PrCu,SSM,-8,-52,60,IFG,Salience,48,24,8,0.28
541,PrCu,SSM,-8,-52,60,Insula,Salience,36,20,4,0.31
542,PrCu,SSM,-8,-52,60,CG,Salience,0,32,28,0.29
543,CG,SSM,-12,-16,40,mFG,CON,-4,4,52,0.34
544,CG,SSM,-12,-16,40,SFG,CON,20,-8,64,0.35
545,CG,SSM,-12,-16,40,SFG,CON,-16,-4,72,0.29
546,CG,SSM,-12,-16,40,SFG,CON,12,0,68,0.29
547,CG,SSM,-12,-16,40,mFG,DMN,4,68,-4,0.36
548,CG,SSM,-12,-16,40,MTG,DMN,44,-72,28,0.3
549,CG,SSM,-12,-16,40,PostCing,DMN,-12,-56,16,0.29
550,CG,SSM,-12,-16,40,CG,DMN,-4,-36,44,0.29
551,CG,SSM,-12,-16,40,STG,DMN,52,-60,36,0.36
552,CG,SSM,-12,-16,40,PHG,DMN,-28,-40,-8,0.28
553,CG,SSM,-12,-16,40,MFG,FPN,48,24,28,0.34
554,CG,SSM,-12,-16,40,IPL,FPN,-52,-48,44,0.32
555,CG,SSM,-12,-16,40,MFG,FPN,44,48,-4,-0.28
556,CG,SSM,-12,-16,40,PrCu,Salience,12,-40,52,0.38
557,CG,SSM,-12,-16,40,Supramarginal,Salience,56,-44,36,0.3
558,CG,SSM,-12,-16,40,MFG,Salience,44,0,48,0.3
559,CG,SSM,-12,-16,40,IFG,Salience,48,24,8,0.29
560,CG,SSM,-12,-16,40,Insula,Salience,36,20,4,0.29
561,ParaCent,SSM,0,-16,48,STG,Auditory,-60,-24,12,0.33
562,ParaCent,SSM,0,-16,48,mFG,CON,-4,4,52,0.35
563,ParaCent,SSM,0,-16,48,SFG,CON,20,-8,64,0.31
564,ParaCent,SSM,0,-16,48,mFG,DMN,4,68,-4,0.36
565,ParaCent,SSM,0,-16,48,mFG,DMN,8,48,-16,0.28
566,ParaCent,SSM,0,-16,48,CG,DMN,8,-48,32,0.29
567,ParaCent,SSM,0,-16,48,CG,DMN,-4,-36,44,0.28
568,ParaCent,SSM,0,-16,48,STG,DMN,52,-60,36,0.32
569,ParaCent,SSM,0,-16,48,PHG,DMN,-28,-40,-8,0.31
570,ParaCent,SSM,0,-16,48,FFG,DAN,-44,-60,-8,0.3
571,ParaCent,SSM,0,-16,48,MFG,FPN,48,24,28,0.29
572,ParaCent,SSM,0,-16,48,PrCu,Salience,12,-40,52,0.4
573,ParaCent,SSM,0,-16,48,Supramarginal,Salience,56,-44,36,0.31
574,ParaCent,SSM,0,-16,48,MFG,Salience,44,0,48,0.3
575,ParaCent,SSM,0,-16,48,IFG,Salience,48,24,8,0.29
576,ParaCent,SSM,0,-16,48,Insula,Salience,36,20,4,0.33
577,ParaCent,SSM,0,-16,48,CG,Salience,-12,24,24,0.28
578,CG,SSM,8,0,44,Insula,Auditory,32,-28,12,0.38
579,CG,SSM,8,0,44,Insula,Auditory,64,-32,20,0.34
580,CG,SSM,8,0,44,Transverse Temporal,Auditory,56,-16,8,0.34
581,CG,SSM,8,0,44,Insula,Auditory,44,-24,20,0.28
582,CG,SSM,8,0,44,mFG,CON,-4,4,52,0.31
583,CG,SSM,8,0,44,IPL,CON,56,-28,32,0.35
584,CG,SSM,8,0,44,MTG,DMN,-44,-64,36,0.28
585,CG,SSM,8,0,44,STG,DMN,52,8,-28,0.28
586,CG,SSM,8,0,44,Supramarginal,Salience,56,-44,36,0.32
587,CG,SSM,8,0,44,MFG,Salience,44,0,48,0.27
588,CG,SSM,8,0,44,PrCu,SSM,-8,-52,60,0.44
589,CG,SSM,8,0,44,CG,SSM,-12,-16,40,0.41
590,CG,SSM,8,0,44,ParaCent,SSM,0,-16,48,0.41
591,mFG,SSM,-8,-20,64,Insula,Auditory,32,-28,12,0.27
592,mFG,SSM,-8,-20,64,Insula,Auditory,64,-32,20,0.32
593,mFG,SSM,-8,-20,64,Transverse Temporal,Auditory,56,-16,8,0.28
594,mFG,SSM,-8,-20,64,mFG,CON,-4,4,52,0.32
595,mFG,SSM,-8,-20,64,ACC,FPN,24,44,-16,0.29
596,mFG,SSM,-8,-20,64,CG,Salience,4,24,36,0.31
597,mFG,SSM,-8,-20,64,PrCu,SSM,-8,-52,60,0.29
598,mFG,SSM,-8,-20,64,CG,SSM,-12,-16,40,0.39
599,mFG,SSM,-8,-20,64,ParaCent,SSM,0,-16,48,0.34
600,ParaCent,SSM,-8,-32,72,mFG,CON,-4,4,52,0.36
601,ParaCent,SSM,-8,-32,72,CG,CON,-12,-4,44,-0.29
602,ParaCent,SSM,-8,-32,72,mFG,DMN,4,68,-4,0.35
603,ParaCent,SSM,-8,-32,72,MTG,DMN,44,-72,28,0.29
604,ParaCent,SSM,-8,-32,72,CG,DMN,8,-48,32,0.28
605,ParaCent,SSM,-8,-32,72,MFG,DMN,48,36,-12,0.28
606,ParaCent,SSM,-8,-32,72,PreCent,FPN,-44,0,44,0.28
607,ParaCent,SSM,-8,-32,72,PreCent,FPN,-40,4,32,0.29
608,ParaCent,SSM,-8,-32,72,PrCu,Salience,12,-40,52,0.32
609,ParaCent,SSM,-8,-32,72,Supramarginal,Salience,56,-44,36,0.29
610,ParaCent,SSM,-8,-32,72,MFG,Salience,44,0,48,0.32
611,ParaCent,SSM,-8,-32,72,IFG,Salience,48,24,8,0.28
612,ParaCent,SSM,-8,-32,72,Insula,Salience,36,20,4,0.33
613,ParaCent,SSM,-8,-32,72,CG,SSM,8,0,44,0.31
614,ParaCent,SSM,-8,-32,72,mFG,SSM,-8,-20,64,0.28
615,ParaCent,SSM,12,-32,76,PostCing,DMN,-8,-56,28,0.32
616,ParaCent,SSM,12,-32,76,STG,DMN,52,-60,36,0.31
617,ParaCent,SSM,12,-32,76,MTG,DMN,64,-32,-8,0.3
618,ParaCent,SSM,12,-32,76,MTG,DMN,-68,-40,-4,0.27
619,ParaCent,SSM,12,-32,76,SFG,DMN,12,28,60,0.28
620,ParaCent,SSM,12,-32,76,IPL,FPN,-52,-48,44,0.31
621,ParaCent,SSM,12,-32,76,MFG,Salience,32,32,28,-0.3
622,ParaCent,SSM,12,-32,76,CG,SSM,8,0,44,0.29
623,ParaCent,SSM,12,-32,76,mFG,SSM,-8,-20,64,0.4
624,PostCent,SSM,-52,-24,44,Insula,Auditory,32,-28,12,0.33
625,PostCent,SSM,-52,-24,44,Insula,Auditory,64,-32,20,0.34
626,PostCent,SSM,-52,-24,44,Transverse Temporal,Auditory,56,-16,8,0.28
627,PostCent,SSM,-52,-24,44,mFG,CON,-4,4,52,0.29
628,PostCent,SSM,-52,-24,44,IPL,CON,56,-28,32,0.33
629,PostCent,SSM,-52,-24,44,MTG,DMN,-44,-60,20,0.29
630,PostCent,SSM,-52,-24,44,MTG,DMN,-44,-64,36,0.32
631,PostCent,SSM,-52,-24,44,ACC,FPN,24,44,-16,0.28
632,PostCent,SSM,-52,-24,44,Supramarginal,Salience,56,-44,36,0.32
633,PostCent,SSM,-52,-24,44,PrCu,SSM,-8,-52,60,0.39
634,PostCent,SSM,-52,-24,44,CG,SSM,-12,-16,40,0.39
635,PostCent,SSM,-52,-24,44,ParaCent,SSM,0,-16,48,0.33
636,PostCent,SSM,-52,-24,44,ParaCent,SSM,12,-32,76,0.35
637,PreCent,SSM,28,-16,72,mFG,CON,-4,4,52,0.28
638,PreCent,SSM,28,-16,72,MTG,DMN,44,-72,28,0.28
639,PreCent,SSM,28,-16,72,PostCing,DMN,-8,-56,28,0.31
640,PreCent,SSM,28,-16,72,STG,DMN,52,-60,36,0.28
641,PreCent,SSM,28,-16,72,MTG,DMN,64,-32,-8,0.29
642,PreCent,SSM,28,-16,72,MTG,DMN,-68,-40,-4,0.3
643,PreCent,SSM,28,-16,72,FFG,DAN,-44,-60,-8,0.29
644,PreCent,SSM,28,-16,72,IPL,FPN,-52,-48,44,0.28
645,PreCent,SSM,28,-16,72,CG,SSM,8,0,44,0.28
646,PreCent,SSM,28,-16,72,mFG,SSM,-8,-20,64,0.35
647,PreCent,SSM,28,-16,72,PostCent,SSM,-52,-24,44,0.3
648,PostCent,SSM,8,-44,72,mFG,CON,-4,4,52,0.38
649,PostCent,SSM,8,-44,72,mFG,DMN,4,68,-4,0.28
650,PostCent,SSM,8,-44,72,MTG,DMN,44,-72,28,0.28
651,PostCent,SSM,8,-44,72,PrCu,Salience,12,-40,52,0.33
652,PostCent,SSM,8,-44,72,Supramarginal,Salience,56,-44,36,0.33
653,PostCent,SSM,8,-44,72,IFG,Salience,48,24,8,0.3
654,PostCent,SSM,8,-44,72,CG,SSM,8,0,44,0.33
655,PostCent,SSM,8,-44,72,mFG,SSM,-8,-20,64,0.44
656,PostCent,SSM,8,-44,72,PostCent,SSM,-52,-24,44,0.28
657,PostCent,SSM,-24,-32,72,mFG,CON,-4,4,52,0.38
658,PostCent,SSM,-24,-32,72,SFG,CON,12,0,68,0.34
659,PostCent,SSM,-24,-32,72,mFG,CON,8,8,52,0.3
660,PostCent,SSM,-24,-32,72,Insula,CON,-44,0,8,0.29
661,PostCent,SSM,-24,-32,72,PostCing,DMN,-8,-56,28,0.31
662,PostCent,SSM,-24,-32,72,CG,DMN,-4,-36,32,0.27
663,PostCent,SSM,-24,-32,72,IFG,Salience,48,24,8,0.28
664,PostCent,SSM,-24,-32,72,SFG,Salience,32,56,16,0.3
665,PostCent,SSM,-24,-32,72,mFG,SSM,-8,-20,64,0.32
666,PostCent,SSM,-40,-20,56,Insula,Auditory,64,-32,20,0.32
667,PostCent,SSM,-40,-20,56,Transverse Temporal,Auditory,56,-16,8,0.34
668,PostCent,SSM,-40,-20,56,IPL,CON,56,-28,32,0.31
669,PostCent,SSM,-40,-20,56,MTG,DMN,-44,-60,20,0.3
670,PostCent,SSM,-40,-20,56,MTG,DMN,-44,-64,36,0.31
671,PostCent,SSM,-40,-20,56,Supramarginal,Salience,56,-44,36,0.34
672,PostCent,SSM,-40,-20,56,PrCu,SSM,-8,-52,60,0.32
673,PostCent,SSM,-40,-20,56,CG,SSM,-12,-16,40,0.34
674,PostCent,SSM,-40,-20,56,ParaCent,SSM,12,-32,76,0.32
675,PostCent,SSM,-40,-20,56,PostCent,SSM,8,-44,72,0.3
676,Sub-Gyral,SSM,28,-40,60,Insula,Auditory,32,-28,12,0.33
677,Sub-Gyral,SSM,28,-40,60,Insula,Auditory,64,-32,20,0.28
678,Sub-Gyral,SSM,28,-40,60,Transverse Temporal,Auditory,56,-16,8,0.29
679,Sub-Gyral,SSM,28,-40,60,mFG,CON,-4,4,52,0.34
680,Sub-Gyral,SSM,28,-40,60,IPL,CON,56,-28,32,0.33
681,Sub-Gyral,SSM,28,-40,60,PrCu,Salience,12,-40,52,0.29
682,Sub-Gyral,SSM,28,-40,60,Supramarginal,Salience,56,-44,36,0.38
683,Sub-Gyral,SSM,28,-40,60,MFG,Salience,44,0,48,0.28
684,Sub-Gyral,SSM,28,-40,60,IFG,Salience,48,24,8,0.27
685,Sub-Gyral,SSM,28,-40,60,PrCu,SSM,-8,-52,60,0.35
686,PostCent,SSM,52,-20,40,Insula,Auditory,32,-28,12,0.34
687,PostCent,SSM,52,-20,40,IPL,CON,56,-28,32,0.31
688,PostCent,SSM,52,-20,40,MFG,FPN,32,56,-12,0.28
689,PostCent,SSM,52,-20,40,MFG,FPN,32,16,56,0.3
690,PostCent,SSM,52,-20,40,CG,Salience,4,24,36,0.29
691,PostCent,SSM,52,-20,40,CG,SSM,-12,-16,40,0.29
692,PostCent,SSM,52,-20,40,ParaCent,SSM,0,-16,48,0.4
693,PostCent,SSM,52,-20,40,ParaCent,SSM,-8,-32,72,0.35
694,PostCent,SSM,52,-20,40,PreCent,SSM,28,-16,72,0.28
695,PostCent,SSM,52,-20,40,PostCent,SSM,8,-44,72,0.28
696,PostCent,SSM,-40,-28,68,STG,Auditory,-60,-24,12,0.31
697,PostCent,SSM,-40,-28,68,PreCent,Auditory,-56,-8,12,0.28
698,PostCent,SSM,-40,-28,68,SFG,CON,20,-8,64,0.35
699,PostCent,SSM,-40,-28,68,mFG,DMN,8,48,-16,0.3
700,PostCent,SSM,-40,-28,68,PrCu,DAN,8,-60,60,0.34
701,PostCent,SSM,-40,-28,68,CG,SSM,8,0,44,0.28
702,PostCent,SSM,-40,-28,68,mFG,SSM,-8,-20,64,0.31
703,PostCent,SSM,-40,-28,68,PostCent,SSM,-52,-24,44,0.28
704,ParaCent,SSM,20,-28,60,PostCing,DMN,12,-52,16,0.28
705,ParaCent,SSM,20,-28,60,ParaCent,SSM,12,-32,76,0.44
706,ParaCent,SSM,20,-28,60,PreCent,SSM,28,-16,72,0.3
707,PreCent,SSM,44,-8,56,MTG,DMN,-68,-40,-4,0.28
708,PreCent,SSM,44,-8,56,MFG,DAN,-32,0,56,0.29
709,PreCent,SSM,44,-8,56,MFG,Salience,32,32,28,-0.28
710,PreCent,SSM,44,-8,56,mFG,SSM,-8,-20,64,0.28
711,PreCent,SSM,44,-8,56,ParaCent,SSM,20,-28,60,0.28
712,Sub-Gyral,SSM,-28,-44,60,Transverse Temporal,Auditory,56,-16,8,0.31
713,Sub-Gyral,SSM,-28,-44,60,Insula,Auditory,44,-24,20,0.3
714,Sub-Gyral,SSM,-28,-44,60,mFG,CON,-4,4,52,0.35
715,Sub-Gyral,SSM,-28,-44,60,mFG,DMN,8,56,4,0.31
716,Sub-Gyral,SSM,-28,-44,60,PostCent,SSM,-40,-28,68,0.29
717,mFG,SSM,12,-16,76,mFG,CON,-4,4,52,0.37
718,mFG,SSM,12,-16,76,PrCu,Salience,12,-40,52,0.29
719,mFG,SSM,12,-16,76,SFG,Salience,32,56,16,0.28
720,mFG,SSM,12,-16,76,PrCu,SSM,-8,-52,60,0.3
721,mFG,SSM,12,-16,76,CG,SSM,-12,-16,40,0.28
722,mFG,SSM,12,-16,76,mFG,SSM,-8,-20,64,0.29
723,SPL,SSM,24,-44,68,Insula,Auditory,32,-28,12,0.3
724,SPL,SSM,24,-44,68,Transverse Temporal,Auditory,56,-16,8,0.28
725,SPL,SSM,24,-44,68,MFG,FPN,32,56,-12,0.3
726,SPL,SSM,24,-44,68,ParaCent,SSM,0,-16,48,0.35
727,SPL,SSM,24,-44,68,ParaCent,SSM,-8,-32,72,0.35
728,SPL,SSM,24,-44,68,PostCent,SSM,8,-44,72,0.32
729,IPL,SSM,-44,-32,48,Transverse Temporal,Auditory,56,-16,8,0.31
730,IPL,SSM,-44,-32,48,Insula,Auditory,44,-24,20,0.28
731,IPL,SSM,-44,-32,48,mFG,CON,-4,4,52,0.32
732,IPL,SSM,-44,-32,48,PreCent,SSM,28,-16,72,0.3
733,IPL,SSM,-44,-32,48,PostCent,SSM,8,-44,72,0.34
734,Sub-Gyral,SSM,-20,-32,60,Insula,Auditory,32,-28,12,0.31
735,Sub-Gyral,SSM,-20,-32,60,Transverse Temporal,Auditory,56,-16,8,0.29
736,Sub-Gyral,SSM,-20,-32,60,ParaCent,SSM,12,-32,76,0.3
737,Sub-Gyral,SSM,-20,-32,60,PreCent,SSM,28,-16,72,0.32
738,PreCent,SSM,-12,-16,76,MFG,FPN,40,20,40,0.29
739,PreCent,SSM,-12,-16,76,ParaCent,SSM,12,-32,76,0.34
740,PreCent,SSM,-12,-16,76,PreCent,SSM,44,-8,56,0.29
741,PostCent,SSM,44,-20,56,mFG,CON,-4,4,52,0.32
742,PostCent,SSM,44,-20,56,IPL,FPN,-52,-48,44,0.28
743,PostCent,SSM,44,-20,56,mFG,SSM,-8,-20,64,0.31
744,PostCent,SSM,44,-20,56,PostCent,SSM,-24,-32,72,0.28
745,PreCent,SSM,-40,-16,68,mFG,CON,8,8,52,0.33
