,source_TD_label,source_Network,source_coordX,source_coordY,source_coordZ,target_TD_label,target_Network,target_coordX,target_coordY,target_coordZ,value
44,STG,DMN,-44,12,-36,IPL,CON,56,-28,32,0.35
45,STG,DMN,-44,12,-36,mFG,DMN,-16,64,-8,0.37
46,STG,DMN,44,16,-32,Insula,Auditory,32,-28,12,0.29
47,STG,DMN,44,16,-32,Transverse Temporal,Auditory,56,-16,8,0.3
48,STG,DMN,44,16,-32,Insula,Auditory,-52,-20,24,0.34
49,STG,DMN,44,16,-32,IPL,CON,56,-28,32,0.32
50,STG,DMN,44,16,-32,mFG,DMN,8,48,-16,0.29
51,MTG,DMN,-68,-24,-16,STG,Auditory,-40,-32,16,0.29
52,MTG,DMN,-68,-24,-16,STG,Auditory,-60,-24,12,0.3
53,MTG,DMN,-68,-24,-16,PreCent,Auditory,-56,-8,12,0.34
54,MTG,DMN,-68,-24,-16,SFG,CON,20,-8,64,0.29
55,MTG,DMN,-68,-24,-16,mFG,DMN,8,48,-16,0.35
56,MTG,DMN,-68,-24,-16,PHG,DMN,-12,-40,0,0.3
57,MTG,DMN,-68,-24,-16,STG,DMN,-44,12,-36,0.34
58,MTG,DMN,-68,-24,-16,STG,DMN,44,16,-32,0.3
59,PrCu,DMN,-40,-76,44,STG,Auditory,-40,-32,16,0.34
60,PrCu,DMN,-40,-76,44,STG,Auditory,-60,-24,12,0.29
61,PrCu,DMN,-40,-76,44,mFG,DMN,8,48,-16,0.32
62,PrCu,DMN,-40,-76,44,PHG,DMN,-12,-40,0,0.33
63,PrCu,DMN,-40,-76,44,STG,DMN,-44,12,-36,0.34
64,PostCing,DMN,-8,-56,28,CG,CON,-12,-4,44,0.37
65,PostCing,DMN,-8,-56,28,MTG,DMN,-40,-76,24,-0.38
66,PostCing,DMN,-8,-56,28,PHG,DMN,-12,-40,0,-0.29
67,PostCing,DMN,-8,-56,28,STG,DMN,-44,12,-36,-0.3
68,CG,DMN,8,-48,32,MTG,DMN,-68,-24,-16,0.28
69,CG,DMN,8,-48,32,PrCu,DMN,-40,-76,44,0.28
70,PrCu,DMN,16,-64,24,STG,Auditory,-40,-32,16,0.31
71,PrCu,DMN,16,-64,24,STG,Auditory,-48,-28,4,0.3
72,PrCu,DMN,16,-64,24,PreCent,Auditory,56,-4,12,0.28
73,PrCu,DMN,16,-64,24,Insula,Auditory,-32,-28,12,0.29
74,PrCu,DMN,16,-64,24,MTG,DMN,-40,-76,24,0.31
75,PrCu,DMN,16,-64,24,CG,DMN,8,-48,32,0.4
76,CG,DMN,-4,-36,44,Insula,Auditory,-52,-20,24,0.31
77,PostCing,DMN,12,-52,16,Insula,Auditory,-52,-20,24,0.29
78,PostCing,DMN,12,-52,16,PrCu,DMN,16,-64,24,0.37
79,STG,DMN,52,-60,36,Insula,Auditory,32,-28,12,0.32
80,STG,DMN,52,-60,36,IPL,CON,56,-28,32,0.34
81,STG,DMN,52,-60,36,MTG,DMN,-40,-76,24,-0.28
82,SFG,DMN,24,32,48,Insula,Auditory,32,-28,12,0.31
83,SFG,DMN,24,32,48,Transverse Temporal,Auditory,56,-16,8,0.28
84,SFG,DMN,24,32,48,Insula,Auditory,-52,-20,24,0.36
85,SFG,DMN,24,32,48,IPL,CON,56,-28,32,0.3
86,SFG,DMN,24,32,48,MTG,DMN,-68,-24,-16,0.35
87,SFG,DMN,24,32,48,PrCu,DMN,-40,-76,44,0.31
88,SFG,DMN,-12,40,52,MTG,DMN,-40,-76,24,0.34
89,SFG,DMN,-12,40,52,PHG,DMN,-12,-40,0,0.31
90,SFG,DMN,-12,40,52,STG,DMN,-44,12,-36,0.34
91,SFG,DMN,-16,28,52,mFG,CON,-4,4,52,0.29
92,MFG,DMN,24,40,40,Insula,Auditory,32,-28,12,0.3
93,MFG,DMN,24,40,40,IPL,CON,56,-28,32,0.3
94,MFG,DMN,24,40,40,STG,DMN,44,16,-32,0.34
95,SFG,DMN,12,56,40,MTG,DMN,-68,-24,-16,0.33
96,SFG,DMN,12,56,40,PrCu,DMN,-40,-76,44,0.33
97,SFG,DMN,12,56,40,PostCing,DMN,12,-52,16,0.28
98,SFG,DMN,12,56,40,SFG,DMN,24,32,48,0.28
99,SFG,DMN,-12,56,40,mFG,DMN,8,48,-16,0.35
100,SFG,DMN,-12,56,40,STG,DMN,44,16,-32,0.35
101,SFG,DMN,-12,56,40,SFG,DMN,24,32,48,0.33
102,mFG,DMN,4,56,16,mFG,DMN,8,48,-16,0.29
103,mFG,DMN,4,56,16,STG,DMN,44,16,-32,0.33
104,SFG,DMN,8,64,20,MTG,DMN,-40,-76,24,0.35
105,mFG,DMN,-8,52,0,STG,Auditory,-48,-28,4,0.3
106,mFG,DMN,-8,52,0,SFG,DMN,-20,44,40,0.28
107,mFG,DMN,8,56,4,PHG,DMN,-12,-40,0,0.32
108,mFG,DMN,8,56,4,PostCing,DMN,-4,-48,12,0.33
109,mFG,DMN,8,56,4,SFG,DMN,-20,44,40,0.37
110,ACC,DMN,8,44,-4,PrCu,DMN,16,-64,24,0.28
111,mFG,DMN,-12,44,8,CG,CON,-4,16,36,0.29
112,mFG,DMN,-4,36,36,PrCu,DMN,-40,-76,44,0.33
113,ACC,DMN,-4,40,16,mFG,DMN,4,68,-4,-0.3
114,ACC,DMN,-4,40,16,MTG,DMN,-44,-60,20,-0.31
115,SFG,DMN,-20,64,20,STG,DMN,44,16,-32,0.3
116,mFG,DMN,-8,48,24,STG,Auditory,-60,-24,12,0.28
117,ITG,DMN,64,-12,-20,mFG,DMN,-12,44,8,0.35
118,MTG,DMN,-56,-12,-12,Insula,Auditory,32,-28,12,0.3
119,MTG,DMN,-56,-12,-12,CG,CON,-12,-4,44,0.31
120,MTG,DMN,-56,-12,-12,MTG,DMN,-40,-76,24,-0.36
121,MTG,DMN,-56,-12,-12,STG,DMN,-44,12,-36,-0.31
122,MTG,DMN,-56,-28,-4,PostCing,DMN,-4,-48,12,0.31
123,MTG,DMN,-56,-28,-4,SFG,DMN,-20,44,40,0.29
124,MTG,DMN,64,-32,-8,CG,CON,-12,-4,44,0.31
125,ACC,DMN,12,36,20,Insula,Auditory,-52,-20,24,0.29
126,Sub-Gyral,DMN,52,-4,-16,Insula,Auditory,44,-24,20,0.29
127,Sub-Gyral,DMN,52,-4,-16,mFG,DMN,-12,44,8,0.29
128,Sub-Gyral,DMN,52,-4,-16,ITG,DMN,64,-12,-20,0.3
129,PHG,DMN,28,-36,-12,MTG,DMN,44,-72,28,0.28
130,FFG,DMN,-32,-40,-16,mFG,DMN,-12,44,8,0.34
131,FFG,DMN,-32,-40,-16,ITG,DMN,64,-12,-20,0.39
132,STG,DMN,52,8,-28,mFG,DMN,-4,36,36,0.32
133,MTG,DMN,-52,4,-28,PostCing,DMN,12,-52,16,0.3
134,STG,DMN,48,-52,28,Insula,Auditory,44,-24,20,0.28
135,IFG,DMN,-48,32,-12,MTG,DMN,-56,-28,-4,0.28
136,PrCu,DAN,8,-60,60,Insula,Auditory,32,-28,12,0.39
137,PrCu,DAN,8,-60,60,Insula,Auditory,64,-32,20,0.36
138,PrCu,DAN,8,-60,60,Transverse Temporal,Auditory,56,-16,8,0.37
139,PrCu,DAN,8,-60,60,Insula,Auditory,44,-24,20,0.36
140,PrCu,DAN,8,-60,60,Insula,Auditory,-52,-20,24,0.37
141,PrCu,DAN,8,-60,60,PreCent,Auditory,56,-4,12,0.39
142,PrCu,DAN,8,-60,60,IPL,CON,56,-28,32,0.37
143,PrCu,DAN,8,-60,60,LN,CON,36,0,-4,0.28
144,PrCu,DAN,8,-60,60,mFG,DMN,-16,64,-8,0.41
145,PrCu,DAN,8,-60,60,MTG,DMN,-68,-24,-16,0.41
146,PrCu,DAN,8,-60,60,PrCu,DMN,-40,-76,44,0.42
147,PrCu,DAN,8,-60,60,PostCing,DMN,12,-52,16,0.3
148,PrCu,DAN,8,-60,60,SFG,DMN,-12,40,52,0.33
149,PrCu,DAN,8,-60,60,SFG,DMN,-12,56,40,0.35
150,PrCu,DAN,8,-60,60,SFG,DMN,8,64,20,0.32
151,MTG,DAN,-52,-64,4,STG,Auditory,-48,-28,4,0.41
152,MTG,DAN,-52,-64,4,Insula,Auditory,-48,-36,24,0.38
153,MTG,DAN,-52,-64,4,MTG,DMN,-40,-76,24,0.41
154,MTG,DAN,-52,-64,4,PHG,DMN,-12,-40,0,0.4
155,MTG,DAN,-52,-64,4,PrCu,DMN,4,-60,36,0.36
156,MTG,DAN,-52,-64,4,PostCing,DMN,-4,-48,12,0.38
157,MTG,DAN,-52,-64,4,MFG,DMN,-36,20,52,0.36
158,PrCu,DAN,20,-64,48,mFG,DMN,-16,64,-8,0.3
159,PrCu,DAN,20,-64,48,PostCing,DMN,-8,-56,28,-0.29
160,PrCu,DAN,20,-64,48,mFG,DMN,8,56,4,0.29
161,PrCu,DAN,20,-64,48,MTG,DAN,-52,-64,4,0.41
162,MTG,DAN,48,-60,4,MTG,DAN,-52,-64,4,0.31
163,SPL,DAN,24,-60,60,Transverse Temporal,Auditory,56,-16,8,0.29
164,SPL,DAN,24,-60,60,IPL,CON,56,-28,32,0.28
165,SPL,DAN,24,-60,60,mFG,DMN,8,48,-16,0.31
166,SPL,DAN,24,-60,60,SFG,DMN,-16,28,52,0.32
167,SPL,DAN,24,-60,60,MFG,DMN,24,40,40,0.31
168,SPL,DAN,24,-60,60,SFG,DMN,-12,56,40,0.31
169,SPL,DAN,24,-60,60,mFG,DMN,4,56,16,0.34
170,SPL,DAN,24,-60,60,ACC,DMN,8,44,-4,0.31
171,SPL,DAN,24,-60,60,SFG,DMN,-20,64,20,0.28
172,IPL,DAN,-32,-48,48,MTG,DAN,48,-60,4,-0.28
173,PrCu,DAN,-28,-72,36,mFG,CON,-4,4,52,0.37
174,PrCu,DAN,-28,-72,36,SFG,CON,12,0,68,0.29
175,PrCu,DAN,-28,-72,36,mFG,DMN,4,68,-4,0.28
176,PrCu,DAN,-28,-72,36,PostCing,DMN,-8,-56,28,0.3
177,PrCu,DAN,-28,-72,36,STG,DMN,52,-60,36,0.33
178,MFG,DAN,-32,0,56,mFG,CON,-4,4,52,0.3
179,MFG,DAN,-32,0,56,CG,CON,-12,-4,44,0.3
180,MFG,DAN,-32,0,56,mFG,CON,8,8,52,0.28
181,MFG,DAN,-32,0,56,MTG,DMN,-40,-76,24,-0.3
182,FFG,DAN,-44,-60,-8,ACC,DMN,-4,40,16,0.29
183,SPL,DAN,-16,-60,64,PrCu,DAN,8,-60,60,0.29
184,SPL,DAN,-16,-60,64,FFG,DAN,-44,-60,-8,0.35
185,MFG,DAN,28,-4,52,IPL,DAN,-32,-48,48,0.28
186,PreCent,FPN,-44,0,44,Insula,Auditory,64,-32,20,0.34
187,PreCent,FPN,-44,0,44,MTG,DMN,-40,-76,24,-0.37
188,PreCent,FPN,-44,0,44,mFG,DMN,4,68,-4,0.31
189,PreCent,FPN,-44,0,44,MTG,DMN,-44,-60,20,0.41
190,PreCent,FPN,-44,0,44,MTG,DMN,-44,-64,36,0.36
191,PreCent,FPN,-44,0,44,PrCu,DMN,4,-60,36,-0.32
192,PreCent,FPN,-44,0,44,PostCing,DMN,-12,-56,16,0.31
193,PreCent,FPN,-44,0,44,mFG,DMN,-8,48,24,0.29
194,PreCent,FPN,-44,0,44,PHG,DMN,28,-36,-12,0.27
195,PreCent,FPN,-44,0,44,PrCu,DAN,20,-64,48,-0.32
196,PreCent,FPN,-44,0,44,MTG,DAN,48,-60,4,-0.28
197,MFG,FPN,48,24,28,Insula,Auditory,32,-28,12,0.35
198,MFG,FPN,48,24,28,Insula,Auditory,64,-32,20,0.38
199,MFG,FPN,48,24,28,Transverse Temporal,Auditory,56,-16,8,0.3
200,MFG,FPN,48,24,28,IPL,CON,56,-28,32,0.33
201,MFG,FPN,48,24,28,MTG,DMN,-40,-76,24,-0.3
202,MFG,FPN,48,24,28,mFG,DMN,4,68,-4,0.29
203,MFG,FPN,48,24,28,MTG,DMN,-44,-60,20,0.41
204,MFG,FPN,48,24,28,MTG,DMN,-44,-64,36,0.32
205,MFG,FPN,48,24,28,PrCu,DMN,4,-60,36,-0.32
206,MFG,FPN,48,24,28,PostCing,DMN,-12,-56,16,0.35
207,MFG,FPN,48,24,28,PrCu,DAN,20,-64,48,-0.32
208,MFG,FPN,48,24,28,MTG,DAN,48,-60,4,-0.3
209,IFG,FPN,-48,12,24,PreCent,Auditory,-56,-8,12,0.29
210,IFG,FPN,-48,12,24,mFG,CON,-4,4,52,0.32
211,IFG,FPN,-48,12,24,mFG,DMN,4,68,-4,0.45
212,IFG,FPN,-48,12,24,MTG,DMN,-44,-60,20,0.4
213,IFG,FPN,-48,12,24,MTG,DMN,44,-72,28,0.35
214,IFG,FPN,-48,12,24,MTG,DMN,-44,-64,36,0.31
215,IFG,FPN,-48,12,24,PostCing,DMN,-12,-56,16,0.4
216,IFG,FPN,-48,12,24,ACC,DMN,-4,44,-8,0.39
217,IFG,FPN,-48,12,24,PreCent,FPN,-44,0,44,0.34
218,IFG,FPN,-48,12,24,MFG,FPN,48,24,28,0.29
219,IPL,FPN,-52,-48,44,Insula,Auditory,32,-28,12,0.29
220,IPL,FPN,-52,-48,44,mFG,CON,-4,4,52,0.36
221,IPL,FPN,-52,-48,44,IPL,CON,56,-28,32,0.29
222,IPL,FPN,-52,-48,44,MTG,DMN,-40,-76,24,-0.31
223,IPL,FPN,-52,-48,44,MTG,DMN,-44,-60,20,0.29
224,IPL,FPN,-52,-48,44,MTG,DMN,-44,-64,36,0.29
225,IPL,FPN,-52,-48,44,mFG,DMN,-8,48,24,0.29
226,SFG,FPN,-24,12,64,Insula,Auditory,32,-28,12,0.3
227,SFG,FPN,-24,12,64,Transverse Temporal,Auditory,56,-16,8,0.28
228,SFG,FPN,-24,12,64,IPL,CON,56,-28,32,0.33
229,SFG,FPN,-24,12,64,MTG,DMN,-68,-24,-16,0.28
230,SFG,FPN,-24,12,64,PrCu,DMN,-40,-76,44,0.31
231,SFG,FPN,-24,12,64,SFG,DMN,-12,40,52,0.34
232,SFG,FPN,-24,12,64,SFG,DMN,-12,56,40,0.29
233,SFG,FPN,-24,12,64,mFG,DMN,4,56,16,0.29
234,SFG,FPN,-24,12,64,SFG,DMN,8,64,20,0.3
235,SFG,FPN,-24,12,64,SPL,DAN,24,-60,60,0.28
236,SFG,FPN,-24,12,64,SPL,DAN,-16,-60,64,0.3
237,ITG,FPN,60,-52,-12,mFG,CON,-4,4,52,0.32
238,ITG,FPN,60,-52,-12,CG,CON,-12,-4,44,-0.34
239,ITG,FPN,60,-52,-12,mFG,DMN,4,68,-4,0.33
240,ITG,FPN,60,-52,-12,mFG,DMN,8,48,-16,0.43
241,ITG,FPN,60,-52,-12,STG,DMN,-44,12,-36,0.3
242,ITG,FPN,60,-52,-12,STG,DMN,44,16,-32,0.29
243,ITG,FPN,60,-52,-12,PostCing,DMN,-12,-56,16,0.31
244,ITG,FPN,60,-52,-12,PrCu,DAN,8,-60,60,0.31
245,ITG,FPN,60,-52,-12,IPL,DAN,-32,-48,48,0.29
246,ITG,FPN,60,-52,-12,SFG,FPN,-24,12,64,0.32
247,ACC,FPN,24,44,-16,mFG,CON,-4,4,52,0.42
248,ACC,FPN,24,44,-16,CG,CON,-12,-4,44,-0.3
249,ACC,FPN,24,44,-16,mFG,DMN,4,68,-4,0.38
250,ACC,FPN,24,44,-16,MTG,DMN,44,-72,28,0.32
251,ACC,FPN,24,44,-16,MTG,DMN,-44,-64,36,0.28
252,ACC,FPN,24,44,-16,PostCing,DMN,-12,-56,16,0.31
253,ACC,FPN,24,44,-16,CG,DMN,-4,-36,44,0.28
254,ACC,FPN,24,44,-16,STG,DMN,52,-60,36,0.32
255,MFG,FPN,32,56,-12,STG,Auditory,-40,-32,16,0.3
256,MFG,FPN,32,56,-12,STG,Auditory,-60,-24,12,0.28
257,MFG,FPN,32,56,-12,SFG,CON,20,-8,64,0.28
258,MFG,FPN,32,56,-12,mFG,DMN,8,48,-16,0.36
259,MFG,FPN,32,56,-12,STG,DMN,44,16,-32,0.28
260,MFG,FPN,32,56,-12,MFG,DMN,24,40,40,0.35
261,MFG,FPN,32,56,-12,mFG,DMN,4,56,16,0.28
262,MFG,FPN,32,56,-12,SFG,DMN,-20,64,20,0.3
263,MFG,FPN,32,56,-12,PrCu,DAN,8,-60,60,0.36
264,MFG,FPN,32,56,-12,SPL,DAN,24,-60,60,0.28
265,MFG,FPN,32,56,-12,IPL,DAN,-32,-48,48,0.39
266,MFG,FPN,32,56,-12,SFG,FPN,-24,12,64,0.38
267,PreCent,FPN,48,8,32,mFG,CON,-4,4,52,0.37
268,PreCent,FPN,48,8,32,mFG,DMN,4,68,-4,0.44
269,PreCent,FPN,48,8,32,MTG,DMN,-44,-60,20,0.4
270,PreCent,FPN,48,8,32,MTG,DMN,44,-72,28,0.35
271,PreCent,FPN,48,8,32,MTG,DMN,-44,-64,36,0.37
272,PreCent,FPN,48,8,32,PostCing,DMN,-12,-56,16,0.42
273,PreCent,FPN,48,8,32,CG,DMN,-4,-36,44,0.34
274,PreCent,FPN,48,8,32,ACC,DMN,-4,44,-8,0.31
275,PreCent,FPN,-40,4,32,MTG,DMN,-40,-76,24,-0.34
276,PreCent,FPN,-40,4,32,MTG,DMN,-44,-60,20,0.3
277,PreCent,FPN,-40,4,32,PrCu,DMN,4,-60,36,-0.34
278,PreCent,FPN,-40,4,32,mFG,DMN,-8,48,24,0.29
279,PreCent,FPN,-40,4,32,PrCu,DAN,20,-64,48,-0.32
280,MFG,FPN,-44,40,20,PreCent,Auditory,-56,-8,12,0.3
281,MFG,FPN,-44,40,20,SFG,CON,-16,-4,72,0.32
282,MFG,FPN,-44,40,20,MTG,DMN,-44,-60,20,0.31
283,MFG,FPN,-44,40,20,MFG,DMN,-36,20,52,0.34
284,MFG,FPN,-44,40,20,mFG,DMN,-12,44,8,0.28
285,MFG,FPN,-44,40,20,ITG,DMN,64,-12,-20,0.34
286,MFG,FPN,40,44,16,Insula,Auditory,64,-32,20,0.35
287,MFG,FPN,40,44,16,Insula,Auditory,44,-24,20,0.31
288,MFG,FPN,40,44,16,LN,CON,36,0,-4,0.33
289,MFG,FPN,40,44,16,Insula,CON,48,8,0,0.33
290,MFG,FPN,40,44,16,MFG,FPN,-44,40,20,0.29
291,IPL,FPN,48,-44,44,Insula,Auditory,64,-32,20,0.28
292,IPL,FPN,48,-44,44,mFG,DMN,4,68,-4,0.32
293,IPL,FPN,48,-44,44,MTG,DMN,-44,-60,20,0.46
294,IPL,FPN,48,-44,44,MTG,DMN,-44,-64,36,0.34
295,IPL,FPN,48,-44,44,PostCing,DMN,-12,-56,16,0.42
296,SPL,FPN,-28,-56,48,mFG,CON,-4,4,52,0.38
297,SPL,FPN,-28,-56,48,mFG,DMN,4,68,-4,0.31
298,SPL,FPN,-28,-56,48,MTG,DMN,44,-72,28,0.36
299,IPL,FPN,44,-52,48,mFG,CON,-4,4,52,0.28
300,IPL,FPN,44,-52,48,mFG,DMN,8,48,-16,0.34
301,IPL,FPN,44,-52,48,mFG,DMN,-4,36,36,0.28
302,IPL,FPN,44,-52,48,SFG,DMN,-20,64,20,0.28
303,IPL,FPN,44,-52,48,IPL,DAN,-32,-48,48,0.38
304,IPL,FPN,44,-52,48,SFG,FPN,-24,12,64,0.35
305,MFG,FPN,32,16,56,mFG,DMN,8,48,-16,0.3
306,MFG,FPN,32,16,56,SFG,DMN,-20,64,20,0.28
307,MFG,FPN,32,16,56,PHG,DMN,-28,-40,-8,0.28
308,MFG,FPN,32,16,56,IPL,DAN,-32,-48,48,0.28
309,MFG,FPN,32,16,56,SFG,FPN,-24,12,64,0.3
310,PrCu,FPN,36,-64,40,mFG,DMN,8,48,-16,0.31
311,PrCu,FPN,36,-64,40,STG,DMN,44,16,-32,0.29
312,PrCu,FPN,36,-64,40,SFG,DMN,-12,40,52,0.28
313,PrCu,FPN,36,-64,40,MFG,FPN,32,56,-12,0.32
314,IPL,FPN,-44,-56,44,MTG,DMN,-40,-76,24,-0.3
315,IPL,FPN,-44,-56,44,SFG,DMN,-16,28,52,0.28
316,IPL,FPN,-44,-56,44,PHG,DMN,28,-36,-12,0.28
317,IPL,FPN,-44,-56,44,SPL,FPN,-28,-56,48,0.3
318,MFG,FPN,-36,56,4,IPL,CON,56,-28,32,0.3
319,MFG,FPN,-36,56,4,SFG,DMN,-12,40,52,0.32
320,IFG,FPN,-40,44,-4,SFG,DMN,-16,28,52,0.29
321,SPL,FPN,32,-52,44,PrCu,DAN,8,-60,60,-0.3
322,SPL,FPN,32,-52,44,MFG,FPN,40,20,40,0.38
323,MFG,FPN,44,48,-4,ACC,DMN,-4,40,16,0.29
324,MFG,FPN,44,48,-4,MTG,DMN,64,-32,-8,0.31
325,PrCu,Salience,12,-40,52,Insula,Auditory,32,-28,12,0.33
326,PrCu,Salience,12,-40,52,Insula,Auditory,64,-32,20,0.32
327,PrCu,Salience,12,-40,52,IPL,CON,56,-28,32,0.36
328,PrCu,Salience,12,-40,52,PHG,DMN,-12,-40,0,-0.38
329,PrCu,Salience,12,-40,52,MTG,DMN,-44,-60,20,0.37
330,PrCu,Salience,12,-40,52,PrCu,DMN,4,-60,36,-0.32
331,PrCu,Salience,12,-40,52,SFG,DMN,-16,28,52,0.34
332,PrCu,Salience,12,-40,52,MFG,DMN,24,40,40,0.28
333,PrCu,Salience,12,-40,52,mFG,DMN,4,56,16,0.3
334,PrCu,Salience,12,-40,52,PrCu,DAN,20,-64,48,-0.35
335,PrCu,Salience,12,-40,52,MTG,DAN,48,-60,4,-0.33
336,PrCu,Salience,12,-40,52,PrCu,DAN,-28,-72,36,0.28
337,PrCu,Salience,12,-40,52,PreCent,FPN,-44,0,44,0.28
338,PrCu,Salience,12,-40,52,MFG,FPN,48,24,28,0.27
339,PrCu,Salience,12,-40,52,IFG,FPN,-48,12,24,0.54
340,PrCu,Salience,12,-40,52,ITG,FPN,60,-52,-12,0.37
341,PrCu,Salience,12,-40,52,ACC,FPN,24,44,-16,0.41
342,PrCu,Salience,12,-40,52,PreCent,FPN,48,8,32,0.48
343,PrCu,Salience,12,-40,52,MFG,FPN,-44,40,20,0.35
344,PrCu,Salience,12,-40,52,SPL,FPN,-28,-56,48,0.41
345,PrCu,Salience,12,-40,52,MFG,FPN,32,16,56,0.28
346,Supramarginal,Salience,56,-44,36,Insula,Auditory,32,-28,12,0.3
347,Supramarginal,Salience,56,-44,36,SFG,CON,12,0,68,0.3
348,Supramarginal,Salience,56,-44,36,MTG,DMN,44,-72,28,0.28
349,Supramarginal,Salience,56,-44,36,SFG,DMN,-16,28,52,0.39
350,Supramarginal,Salience,56,-44,36,MFG,DMN,24,40,40,0.35
351,Supramarginal,Salience,56,-44,36,mFG,DMN,4,56,16,0.33
352,Supramarginal,Salience,56,-44,36,mFG,DMN,-4,36,36,0.31
353,Supramarginal,Salience,56,-44,36,IPL,DAN,-32,-48,48,0.3
354,Supramarginal,Salience,56,-44,36,MFG,DAN,-32,0,56,0.28
355,Supramarginal,Salience,56,-44,36,PreCent,FPN,-44,0,44,0.42
356,Supramarginal,Salience,56,-44,36,MFG,FPN,48,24,28,0.36
357,Supramarginal,Salience,56,-44,36,IFG,FPN,-48,12,24,0.42
358,Supramarginal,Salience,56,-44,36,IPL,FPN,-52,-48,44,0.39
359,Supramarginal,Salience,56,-44,36,ITG,FPN,60,-52,-12,0.35
360,Supramarginal,Salience,56,-44,36,ACC,FPN,24,44,-16,0.4
361,Supramarginal,Salience,56,-44,36,PreCent,FPN,48,8,32,0.43
362,Supramarginal,Salience,56,-44,36,PreCent,FPN,-40,4,32,0.39
363,Supramarginal,Salience,56,-44,36,MFG,FPN,-44,40,20,0.31
364,Supramarginal,Salience,56,-44,36,IPL,FPN,48,-44,44,0.39
365,Supramarginal,Salience,56,-44,36,SPL,FPN,-28,-56,48,0.39
366,Supramarginal,Salience,56,-44,36,IPL,FPN,44,-52,48,0.29
367,Supramarginal,Salience,56,-44,36,MFG,FPN,32,16,56,0.32
368,Supramarginal,Salience,56,-44,36,PrCu,Salience,12,-40,52,0.3
369,MFG,Salience,44,0,48,Insula,Auditory,32,-28,12,0.29
370,MFG,Salience,44,0,48,IPL,CON,56,-28,32,0.29
371,MFG,Salience,44,0,48,PreCent,FPN,-44,0,44,0.35
